chapter,chapter_url,pdf_name,pdf_url,local_path
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 07 Div 01, General Provisions",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art07Division01.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art07Division01.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 07 Div 02, Regulation of Water System",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art07Division02.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art07Division02.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 07 Div 03, Water Impounding System",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art07Division03.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art07Division03.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 07 Div 04, Water Main Extension",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art07Division04.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art07Division04.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 07 Div 05, Water Rates and Charges",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art07Division05.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art07Division05.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 07 Div 06, Water Submeters",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art07Division06.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art07Division06.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 07 Div 38, Emergency Water Regulations",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art07Division38.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art07Division38.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 08 Div 01, Airports",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art08Division01.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art08Division01.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 08 Div 02, San Diego Helicopter Rules and Regulations",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art08Division02.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art08Division02.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 09 Div 01, Purpose, Intent and Policy",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art09Division01.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art09Division01.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 09 Div 02, Procedures for Implementation of CEQA and the State CEQA Guidelines",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art09Division02.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art09Division02.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,"Chap 06 Art 09 Div 03, Application to Projects",http://docs.sandiego.gov/municode/MuniCodeChapter06/Ch06Art09Division03.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\Ch06Art09Division03.pdf
"Chapter 06, Public Works and Property; Public Improvement and Assessment Proceedings",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-6,City Clerk Administrative Guidelines,https://www.sandiego.gov/sites/default/files/city_clerk_administrative_guidelines.pdf,municipal_code_pdfs\Chapter_06_Public_Works_and_Property_Public_Improvement_and_Assessment_Proceedings\city_clerk_administrative_guidelines.pdf
"Chapter 07, Public Utilities and Transportation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-7,"Chap 07 Art 03 Div 01, Cable Television System Operating Rules and Regulations",http://docs.sandiego.gov/municode/MuniCodeChapter07/Ch07Art03Division01.pdf,municipal_code_pdfs\Chapter_07_Public_Utilities_and_Transportation\Ch07Art03Division01.pdf
"Chapter 07, Public Utilities and Transportation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-7,"Chap 07 Art 03 Div 02,  Video Service Provider Fees and Customer Service  Regulations For State Franchised Video Service Providers.",http://docs.sandiego.gov/municode/MuniCodeChapter07/Ch07Art03Division02.pdf,municipal_code_pdfs\Chapter_07_Public_Utilities_and_Transportation\Ch07Art03Division02.pdf
"Chapter 07, Public Utilities and Transportation",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-7,City Clerk Administrative Guidelines,https://www.sandiego.gov/sites/default/files/city_clerk_administrative_guidelines.pdf,municipal_code_pdfs\Chapter_07_Public_Utilities_and_Transportation\city_clerk_administrative_guidelines.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 01 Div 01, Definitions, Authority, and Enforcement",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art01Division01.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art01Division01.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 02 Div 00, No Division Title, Article Title: Traffic Movement and Control",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art02Division00.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art02Division00.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 03 Div 01, Pedicabs - Operation, Parking and Zone Restrictions",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art03Division01.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art03Division01.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 03 Div 02, Pedestrians and Bicycles",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art03Division02.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art03Division02.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 03 Div 03, Shared Mobility Devices",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art03Division03.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art03Division03.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 03 Div 04, Electric Personal Assistive Mobility Device Businesses",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art03Division04.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art03Division04.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 04 Div 00, No Division Title, Article Title: Miscellaneous Driving Rules",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art04Division00.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art04Division00.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 04 Div 16, Rancho Bernardo Golf Cart Zone",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art04Division16.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art04Division16.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 04 Div 17, Rancho Penasquitos Golf Cart Zone",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art04Division17.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art04Division17.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 05 Div 00, No Division Title, Article Title: Special Regulations",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art05Division00.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art05Division00.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 06 Div 01, General Parking Regulations",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art06Division01.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art06Division01.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 06 Div 20, Residential Permit Parking Program",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art06Division20.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art06Division20.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 06 Div 21, Ballpark Event Residential Permit Parking",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art06Division21.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art06Division21.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 06 Div 22, Valet Parking",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art06Division22.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art06Division22.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 07 Div 00, No Division Title, Article Title: Buses and Trains",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art07Division00.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art07Division00.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 08 Div 00, No Division Title, Article Title: Schools",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art08Division00.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art08Division00.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,"Chap 08 Art 09 Div 00, No Division Title, Article Title: Traffic Citations",http://docs.sandiego.gov/municode/MuniCodeChapter08/Ch08Art09Division00.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\Ch08Art09Division00.pdf
"Chapter 08, Traffic and Vehicles",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-8,City Clerk Administrative Guidelines,https://www.sandiego.gov/sites/default/files/city_clerk_administrative_guidelines.pdf,municipal_code_pdfs\Chapter_08_Traffic_and_Vehicles\city_clerk_administrative_guidelines.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 04 Div 00, No Division Title, Article Title: Rat Proofing",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art04Division00.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art04Division00.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 05 Div 02, House Numbers",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art05Division02.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art05Division02.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 05 Div 03, Advertising Displays Adjacent to Scenic Freeways, Landscaped Freeways, Scenic Highways, and Parkways",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art05Division03.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art05Division03.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 07 Div 01, General Provisions and Definitions",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art07Division01.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art07Division01.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 07 Div 02, Financing Facilities",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art07Division02.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art07Division02.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 07 Div 03, Bonds",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art07Division03.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art07Division03.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 07 Div 04, Supplemental Provisions",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art07Division04.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art07Division04.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 01, Housing Code",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division01.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division01.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 02, Mobilehome Parks and Special Occupancy Parks",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division02.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division02.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 03, San Diego Housing Commission",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division03.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division03.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 04, Interim School Facilities Financing Ordinance",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division04.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division04.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 05, San Diego Housing Trust Fund",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division05.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division05.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 06, Housing Impact Fees on Commercial Development",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division06.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division06.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 07, Residential Tenant Protections",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division07.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division07.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 08, Prohibition of Discrimination Based on a Tenant's Source of Income",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division08.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division08.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 09, Notice of Tenant's Right to Operate a Daycare Home",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division09.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division09.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 10, Affordable Housing Preservation",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division10.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division10.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 11, Prohibiting Anti-Competitive Automated Rent Price-Fixing",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division11.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division11.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 08 Div 12, Residential Tenant Utility Fees",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art08Division12.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art08Division12.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 09 Div 01, In General",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art09Division01.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art09Division01.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 09 Div 02, Responsibilities of City Council",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art09Division02.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art09Division02.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 09 Div 03, Administration of Program",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art09Division03.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art09Division03.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 09 Div 04, Citizens Advisory Committee - Area Loan Committee",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art09Division04.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art09Division04.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 09 Div 05, Designation of Residential Rehabilitation Areas and Development of Plans for Public Improvements",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art09Division05.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art09Division05.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 09 Div 06, Limitations on Amount of Loan",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art09Division06.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art09Division06.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 09 Div 07, Terms of Conventional RAP Loans",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art09Division07.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art09Division07.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 09 Div 08, Hardship Loans",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art09Division08.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art09Division08.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,"Chap 09 Art 09 Div 09, Miscellaneous Provisions",http://docs.sandiego.gov/municode/MuniCodeChapter09/Ch09Art09Division09.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\Ch09Art09Division09.pdf
"Chapter 09, Building, Housing and Sign Regulations",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-9,City Clerk Administrative Guidelines,https://www.sandiego.gov/sites/default/files/city_clerk_administrative_guidelines.pdf,municipal_code_pdfs\Chapter_09_Building_Housing_and_Sign_Regulations\city_clerk_administrative_guidelines.pdf
"Chapter 10, Planning and Zoning",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-10,"Chap 10 Art 03 Div 19.7, The Centre City Planned District",http://docs.sandiego.gov/municode/MuniCodeChapter10/Ch10Art03Division19.7.pdf,municipal_code_pdfs\Chapter_10_Planning_and_Zoning\Ch10Art03Division19.7.pdf
"Chapter 10, Planning and Zoning",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-10,"Chap 10 Art 03 Div 19.8, The Centre City Planned District",http://docs.sandiego.gov/municode/MuniCodeChapter10/Ch10Art03Division19.8.pdf,municipal_code_pdfs\Chapter_10_Planning_and_Zoning\Ch10Art03Division19.8.pdf
"Chapter 10, Planning and Zoning",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-10,City Clerk Administrative Guidelines,https://www.sandiego.gov/sites/default/files/city_clerk_administrative_guidelines.pdf,municipal_code_pdfs\Chapter_10_Planning_and_Zoning\city_clerk_administrative_guidelines.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 01 Div 01, General Rules for Land Development Code",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art01Division01.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art01Division01.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 01 Div 02, Land Development Authorities and Advisory Boards",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art01Division02.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art01Division02.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 02 Div 01, Applications",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art02Division01.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art02Division01.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 02 Div 02, Fees and Deposits",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art02Division02.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art02Division02.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 02 Div 03, Notice",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art02Division03.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art02Division03.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 02 Div 04, Public Hearings",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art02Division04.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art02Division04.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 02 Div 05, Decision Process",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art02Division05.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art02Division05.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 02 Div 06, Decision Process - Capital Improvement Program Projects",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art02Division06.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art02Division06.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 03 Div 01, Definitions",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art03Division01.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art03Division01.pdf
"Chapter 11, Land Development Procedures",https://www.sandiego.gov/city-clerk/officialdocs/municipal-code/chapter-11,"Chap 11 Art 03 Div 02, Rules for Calculations and Measurement",http://docs.sandiego.gov/municode/MuniCodeChapter11/Ch11Art03Division02.pdf,municipal_code_pdfs\Chapter_11_Land_Development_Procedures\Ch11Art03Division02.pdf
